160.300000	160.300000	
160.800000	160.800000	
161.151000	161.151000	
161.672000	161.672000	
162.072000	162.072000	
162.392000	162.392000	
162.692000	162.692000	
163.082000	163.082000	
163.682000	163.682000	
164.082000	164.082000	
164.482000	164.482000	
164.882000	164.882000	
165.242000	165.242000	
165.842000	165.842000	
166.642000	166.642000	
167.242000	167.242000	
167.482000	167.482000	
168.282000	168.282000	
168.542000	168.542000	
168.852000	168.852000	
169.042000	169.042000	
169.252000	169.252000	
170.182000	170.182000	
170.682000	170.682000	
170.782000	170.782000	
171.012000	171.012000	 
171.252000	171.252000	
171.652000	171.652000	
171.922000	171.922000	
172.302000	172.302000	
172.502000	172.502000	
172.682000	172.682000	
172.802000	172.802000	
172.992000	172.992000	
173.082000	173.082000	
173.162000	173.162000	
173.762000	173.762000	
174.322000	174.322000	
174.602000	174.602000	
174.802000	174.802000	
175.316694	175.316694	
175.557000	175.557000	
176.317000	176.317000	
177.047000	177.047000	
177.447000	177.447000	
177.797000	177.797000	
178.997000	178.997000	
179.297000	179.297000	
179.797000	179.797000	
180.330490	180.330490	
181.062000	181.062000	
181.462000	181.462000	
181.812000	181.812000	
182.942000	182.942000	
183.802000	183.802000	
184.402000	184.402000	
185.002000	185.002000	
185.402000	185.402000	
185.802000	185.802000	
186.302000	186.302000	
186.502000	186.502000	
186.602000	186.602000	
186.802000	186.802000	
186.972000	186.972000	
187.092000	187.092000	
187.322000	187.322000	
187.422000	187.422000	
187.502000	187.502000	
187.573000	187.573000	
187.783000	187.783000	
188.263000	188.263000	
191.813000	191.813000	
192.023000	192.023000	
192.323000	192.323000	
